"seqn","hoq040","hod050","hod060","hoq065","hoq070","hoq080"
54282,99,5,2,2,1,2
54283,5,5,5,2,1,2
54284,6,8,2,2,2,1
54285,1,7,3,1,1,1
54286,4,7,5,1,1,1
54287,1,8,3,1,1,2
54288,77,777,77,7,7,7
54289,99,5,5,1,1,2
54290,1,3,2,2,1,2
54291,3,5,5,1,2,1
54292,1,5,4,1,1,1
54293,1,9,4,1,1,1
54294,99,3,2,2,1,2
54295,99,2,3,2,1,1
54296,4,6,5,1,1,2
54297,99,5,1,2,1,2
54298,1,6,4,1,1,2
54299,6,5,2,2,1,2
54300,1,6,2,1,1,2
54301,99,6,2,2,1,2
54302,2,4,3,2,1,2
54303,99,6,1,2,9,2
54304,3,8,3,1,1,1
54305,4,5,5,2,1,2
54306,6,10,2,2,2,1
54307,6,4,3,1,1,2
54308,2,9,4,1,2,1
54309,3,6,2,1,1,1
54310,1,9,4,1,1,1
54311,99,5,2,2,1,2
54312,99,3,1,2,1,2
54313,2,6,1,1,1,2
54314,1,6,3,1,2,1
54315,1,5,3,1,1,2
54316,6,7,4,1,1,1
54317,1,7,5,1,2,1
54318,1,7,2,1,1,1
54319,2,9,3,2,2,1
54320,6,9,5,1,3,1
54321,3,4,5,1,1,2
54322,1,6,1,1,1,2
54323,6,9,5,1,1,2
54324,2,7,2,2,1,1
54325,99,5,2,1,1,2
54326,2,5,4,1,1,2
54327,1,7,3,2,1,2
54328,5,3,1,2,1,2
54329,1,7,3,1,1,1
54330,6,3,1,2,1,2
54331,3,7,2,2,1,2
54332,1,8,3,1,1,2
54333,99,4,2,2,1,1
54334,99,4,3,2,1,2
54335,1,5,3,1,1,2
54336,1,8,3,1,1,2
54337,4,6,5,1,2,1
54338,77,6,1,2,7,2
54339,1,8,5,1,2,2
54340,2,8,4,1,1,1
54341,3,8,3,1,1,2
54342,3,4,5,3,2,2
54343,3,4,1,2,1,2
54344,3,4,4,2,1,2
54345,99,5,2,2,3,2
54346,99,6,3,2,1,2
54347,4,5,2,2,1,2
54348,1,6,5,1,1,1
54349,99,7,1,2,2,2
54350,1,11,3,1,1,2
54351,5,8,5,1,2,2
54352,6,5,3,1,1,2
54353,99,6,4,1,1,2
54354,3,5,3,1,2,1
54355,5,5,5,1,1,1
54356,3,10,4,1,1,1
54357,99,4,5,2,1,2
54358,4,7,3,1,1,2
54359,4,5,4,2,1,1
54360,6,6,4,1,1,2
54361,6,5,5,1,1,2
54362,1,6,1,1,1,2
54363,3,6,5,1,2,2
54364,3,4,3,1,2,2
54365,99,5,1,2,1,1
54366,99,5,3,2,1,2
54367,5,7,2,3,1,1
54368,6,8,3,2,1,2
54369,2,5,4,1,1,2
54370,99,3,2,2,1,2
54371,1,7,5,1,2,1
54372,6,6,5,1,1,2
54373,3,5,2,2,1,2
54374,99,4,1,2,9,2
54375,1,5,5,1,2,1
54376,6,5,1,2,1,2
54377,6,8,3,1,1,2
54378,3,10,5,1,1,1
54379,1,5,4,1,1,2
54380,2,8,2,1,1,2
54381,1,9,3,2,1,1
54382,1,9,4,1,1,2
54383,5,4,1,2,1,2
54384,6,10,2,1,1,1
54385,1,7,1,2,1,1
54386,5,5,5,1,1,2
54387,99,7,1,2,1,2
54388,3,6,4,1,1,1
54389,6,8,3,2,1,2
54390,99,4,4,2,1,2
54391,99,4,1,2,1,2
54392,99,5,1,2,1,1
54393,5,6,1,2,1,2
54394,99,5,2,1,1,2
54395,3,4,5,2,1,2
54396,1,4,3,2,1,1
54397,99,4,2,2,1,2
54398,6,5,3,1,1,2
54399,1,5,3,1,1,1
54400,2,7,4,1,1,2
54401,3,5,5,1,1,2
54402,99,3,2,2,1,2
54403,1,4,1,2,1,2
54404,3,5,3,1,1,2
54405,99,5,4,1,1,2
54406,99,10,4,2,1,2
54407,3,4,2,1,2,1
54408,3,4,5,1,1,2
54409,1,5,4,1,1,2
54410,3,5,4,1,1,1
54411,6,6,1,2,2,2
54412,6,8,3,1,1,2
54413,4,8,5,1,1,1
54414,4,7,4,1,1,1
54415,1,5,3,1,1,2
54416,1,7,5,1,1,2
54417,6,6,1,2,1,1
54418,6,9,5,1,1,1
54419,3,5,1,2,1,1
54420,6,9,5,1,1,1
54421,99,5,3,1,1,2
54422,3,8,2,1,1,2
54423,99,5,1,2,1,2
54424,99,6,1,2,1,2
54425,6,5,4,1,1,2
54426,1,11,5,1,2,1
54427,2,8,4,1,1,2
54428,3,7,4,1,1,2
54429,1,7,4,1,2,1
54430,2,11,5,1,1,1
54431,NA,NA,NA,NA,NA,NA
54432,4,3,4,1,1,2
54433,2,12,5,1,3,2
54434,6,4,5,3,1,2
54435,1,8,5,1,1,2
54436,NA,NA,NA,NA,NA,NA
54437,1,8,3,1,1,1
54438,99,4,1,2,1,2
54439,99,4,4,1,1,1
54440,1,6,3,1,1,1
54441,99,4,1,2,1,2
54442,1,9,2,1,1,1
54443,99,12,4,1,1,1
54444,4,6,5,1,1,2
54445,6,5,3,2,1,2
54446,99,4,2,2,1,2
54447,NA,NA,NA,NA,NA,NA
54448,99,3,1,2,1,2
54449,6,6,5,1,1,2
54450,5,4,2,1,1,1
54451,3,5,3,1,1,1
54452,6,5,1,2,1,2
54453,4,6,1,2,1,2
54454,99,6,2,2,1,1
54455,99,4,4,2,1,2
54456,1,3,3,2,1,2
54457,2,11,1,1,1,2
54458,4,3,3,2,1,1
54459,1,6,4,1,1,2
54460,1,4,1,2,1,2
54461,6,7,5,1,2,2
54462,3,5,1,2,1,2
54463,1,6,4,1,2,1
54464,NA,NA,NA,NA,NA,NA
54465,1,7,3,1,1,2
54466,99,3,4,2,1,1
54467,99,4,5,1,1,2
54468,5,5,1,2,1,2
54469,1,5,1,2,1,2
54470,2,6,5,1,1,1
54471,3,6,3,1,1,2
54472,4,5,4,1,1,2
54473,99,10,4,2,1,2
54474,99,13,2,1,1,2
54475,99,5,1,2,1,2
54476,1,13,1,1,2,1
54477,3,5,2,2,2,2
54478,3,7,5,1,1,1
54479,4,3,3,2,1,2
54480,1,7,1,1,1,2
54481,2,8,5,1,1,2
54482,3,5,4,1,1,2
54483,3,7,3,2,1,2
54484,3,6,3,1,1,1
54485,99,5,2,2,1,2
54486,6,8,3,2,1,2
54487,3,6,4,1,1,2
54488,6,6,4,3,1,2
54489,3,5,2,2,1,2
54490,1,5,3,2,1,2
54491,2,5,5,1,1,2
54492,3,3,3,2,1,2
54493,99,3,2,2,9,2
54494,99,4,3,2,1,2
54495,1,5,1,1,1,2
54496,99,6,5,1,1,2
54497,99,6,3,2,1,2
54498,99,7,2,2,1,2
54499,2,8,4,1,2,1
54500,4,5,2,1,1,2
54501,99,6,2,1,1,2
54502,3,6,1,1,1,2
54503,6,8,5,1,1,2
54504,5,999,1,3,1,2
54505,99,3,1,2,1,2
54506,99,5,4,2,1,2
54507,5,7,2,2,1,2
54508,3,8,3,1,1,1
54509,3,3,3,2,1,2
54510,2,4,1,2,1,2
54511,99,4,5,2,3,2
54512,1,8,4,1,1,1
54513,99,3,2,2,1,2
54514,2,10,5,1,1,2
54515,4,6,4,1,1,2
54516,3,7,5,1,2,1
54517,3,6,4,2,1,2
54518,99,7,1,2,1,2
54519,1,9,5,1,1,1
54520,99,5,2,2,1,1
54521,3,5,5,1,2,2
54522,6,4,1,2,1,2
54523,5,7,5,1,1,2
54524,99,6,3,2,1,2
54525,4,6,4,1,1,2
54526,3,3,2,2,1,1
54527,99,5,2,2,1,2
54528,2,4,2,2,1,2
54529,3,8,5,1,1,2
54530,99,4,2,2,1,2
54531,1,6,4,1,2,2
54532,3,7,5,1,2,2
54533,4,7,5,1,1,2
54534,6,4,2,2,1,2
54535,6,7,1,2,1,2
54536,2,8,4,1,1,1
54537,99,3,2,1,1,2
54538,3,5,2,2,1,2
54539,3,5,5,1,1,2
54540,2,8,1,1,1,2
54541,99,2,2,2,9,2
54542,1,8,3,1,2,2
54543,3,10,5,1,1,1
54544,1,7,4,1,1,2
54545,4,6,4,1,1,2
54546,4,8,3,1,1,2
54547,6,6,4,1,1,1
54548,99,4,2,2,1,2
54549,4,8,4,1,1,1
54550,1,7,4,1,2,1
54551,99,4,1,2,1,2
54552,1,5,4,1,1,2
54553,2,5,3,1,1,2
54554,3,7,3,1,1,1
54555,3,5,1,2,1,2
54556,4,9,5,1,1,2
54557,2,5,3,2,1,2
54558,99,5,2,2,1,2
54559,1,6,3,1,1,1
54560,3,6,5,1,2,2
54561,6,7,5,1,2,1
54562,1,7,3,1,1,1
54563,4,7,5,1,2,1
54564,99,4,3,1,1,2
54565,2,7,5,1,2,1
54566,3,8,5,1,2,1
54567,2,5,1,2,1,2
54568,1,1,3,2,1,2
54569,99,3,1,2,9,2
54570,3,6,5,1,1,2
54571,99,5,1,2,1,2
54572,1,7,5,1,1,2
54573,99,4,2,2,1,2
54574,1,10,5,1,1,2
54575,1,2,3,2,1,2
54576,6,8,4,1,1,2
54577,2,8,4,2,1,1
54578,2,5,5,2,1,2
54579,99,4,2,2,1,2
54580,99,5,5,1,1,1
54581,99,4,2,2,1,2
54582,99,6,4,1,1,1
54583,2,8,5,1,2,1
54584,3,7,4,1,1,2
54585,99,3,2,2,1,2
54586,1,6,2,2,1,2
54587,3,4,5,3,1,2
54588,1,6,5,1,1,2
54589,1,5,4,1,1,1
54590,4,7,3,1,1,2
54591,1,9,4,1,1,1
54592,99,5,2,2,3,2
54593,6,4,4,1,1,2
54594,3,8,5,1,1,2
54595,1,6,4,1,2,2
54596,3,4,3,1,1,2
54597,99,4,2,2,1,1
54598,1,4,1,2,1,2
54599,99,5,4,2,1,2
54600,5,3,1,2,1,2
54601,4,6,4,1,1,2
54602,3,6,4,1,1,2
54603,99,4,2,2,1,1
54604,3,5,2,1,1,1
54605,1,6,5,1,1,2
54606,99,4,2,2,1,2
54607,2,4,5,1,1,2
54608,6,7,1,1,1,2
54609,2,6,3,1,1,1
54610,6,6,5,1,1,2
54611,3,8,3,1,1,2
54612,99,2,3,3,1,2
54613,6,8,5,1,1,2
54614,99,3,5,2,1,2
54615,3,2,4,1,1,2
54616,99,3,1,2,1,2
54617,1,5,5,1,1,2
54618,3,8,5,1,2,1
54619,2,5,3,2,1,2
54620,1,5,5,1,1,2
54621,6,8,3,2,1,2
54622,6,12,5,1,2,1
54623,4,7,5,1,1,2
54624,1,6,5,1,1,2
54625,4,5,5,1,1,2
54626,4,6,5,1,1,2
54627,1,4,3,1,1,2
54628,3,10,5,1,1,1
54629,6,6,5,1,1,2
54630,99,9,2,1,1,2
54631,3,5,2,2,1,2
54632,4,7,5,1,1,1
54633,3,6,5,1,1,1
54634,5,4,5,1,1,2
54635,3,6,3,2,1,2
54636,2,5,3,2,1,2
54637,3,5,5,1,1,2
54638,2,4,2,1,1,2
54639,1,4,2,2,9,2
54640,6,6,1,2,1,2
54641,99,3,1,2,1,2
54642,99,4,3,1,1,2
54643,6,9,4,1,2,2
54644,1,13,1,1,1,2
54645,1,9,4,1,2,1
54646,1,6,3,1,1,2
54647,99,4,3,2,1,2
54648,2,5,2,2,1,2
54649,1,5,1,3,1,2
54650,5,5,3,1,1,2
54651,1,11,5,1,1,2
54652,3,8,5,1,1,2
54653,3,9,3,1,2,1
54654,6,7,4,1,1,1
54655,2,4,1,2,1,2
54656,99,3,3,2,1,1
54657,99,7,1,1,1,2
54658,3,6,3,1,1,1
54659,1,7,3,1,1,2
54660,6,8,5,1,1,1
54661,1,6,2,1,1,2
54662,99,4,3,2,1,2
54663,1,4,4,1,1,2
54664,99,4,4,2,1,2
54665,99,4,2,2,1,2
54666,6,4,3,3,1,2
54667,99,4,1,2,1,2
54668,2,4,3,2,1,1
54669,1,5,4,1,1,2
54670,3,6,1,2,1,2
54671,99,4,2,2,1,2
54672,1,9,1,1,1,1
54673,99,3,3,2,9,1
54674,99,5,2,2,1,1
54675,2,7,5,1,2,1
54676,1,5,1,2,1,2
54677,5,7,3,1,1,1
54678,99,4,1,2,1,1
54679,1,7,5,1,1,1
54680,99,6,2,2,1,1
54681,1,7,4,1,1,2
54682,3,6,4,1,1,2
54683,3,7,4,1,1,2
54684,6,6,3,2,2,1
54685,99,6,2,2,1,2
54686,6,11,3,1,1,1
54687,3,6,2,1,1,1
54688,1,6,2,2,1,2
54689,99,5,2,2,1,2
54690,3,5,3,1,1,1
54691,99,5,3,2,1,2
54692,1,7,4,1,2,1
54693,99,4,1,2,1,2
54694,99,4,3,2,1,2
54695,6,9,4,1,2,1
54696,6,7,5,2,1,2
54697,3,4,3,1,1,2
54698,1,4,2,2,1,1
54699,99,6,5,1,1,2
54700,3,4,2,2,1,1
54701,1,10,2,1,1,1
54702,4,6,3,1,1,2
54703,99,1,1,2,1,1
54704,6,4,4,2,1,2
54705,NA,NA,NA,NA,NA,NA
54706,99,3,3,2,1,2
54707,5,7,5,1,1,2
54708,99,4,1,2,1,2
54709,3,5,5,1,2,2
54710,1,5,5,1,1,2
54711,99,4,2,2,1,1
54712,4,8,1,2,1,2
54713,5,7,3,2,1,2
54714,4,8,3,1,1,1
54715,1,9,5,1,1,2
54716,1,4,2,2,1,2
54717,2,6,4,1,1,2
54718,4,4,3,1,2,1
54719,1,6,4,1,1,2
54720,3,9,5,1,1,2
54721,1,9,4,1,1,2
54722,2,6,1,2,1,2
54723,3,4,1,2,1,1
54724,5,5,1,2,1,2
54725,99,4,3,1,1,2
54726,6,5,5,1,1,2
54727,4,7,5,1,1,2
54728,6,7,2,2,1,1
54729,99,3,1,2,1,2
54730,6,4,5,1,1,1
54731,6,10,3,1,1,1
54732,1,6,4,1,1,2
54733,2,3,5,1,1,2
54734,3,7,3,1,1,2
54735,3,5,2,2,1,2
54736,3,9,2,3,1,2
54737,6,6,3,2,1,2
54738,6,7,5,1,2,1
54739,6,3,2,2,1,2
54740,1,8,2,1,1,1
54741,6,10,2,2,1,2
54742,1,8,1,1,2,1
54743,4,5,5,1,2,2
54744,6,6,5,1,1,1
54745,99,6,5,1,1,2
54746,1,9,2,1,1,2
54747,99,3,1,2,1,2
54748,3,6,5,2,1,2
54749,99,5,2,2,1,2
54750,1,7,5,1,1,2
54751,99,4,2,2,1,2
54752,6,9,1,1,1,2
54753,6,5,4,2,1,2
54754,99,6,5,1,1,2
54755,1,7,4,1,2,1
54756,6,7,5,1,1,2
54757,2,5,5,1,1,2
54758,2,7,5,1,1,1
54759,99,3,3,2,1,2
54760,99,3,3,2,1,2
54761,3,5,3,2,1,2
54762,4,9,5,1,1,2
54763,99,4,4,2,1,2
54764,1,8,5,1,1,1
54765,99,7,2,2,1,2
54766,99,5,3,2,1,2
54767,6,2,3,2,1,2
54768,1,11,3,1,1,1
54769,1,12,3,2,3,2
54770,6,6,2,3,2,2
54771,1,5,2,2,1,2
54772,6,9,3,1,1,1
54773,5,4,5,3,1,2
54774,6,4,3,2,1,2
54775,1,7,4,1,2,1
54776,3,6,5,1,2,2
54777,3,3,1,2,1,2
54778,99,5,4,2,1,2
54779,2,6,5,1,1,2
54780,3,6,5,1,1,1
54781,99,4,2,2,1,2
54782,99,4,2,2,1,2
54783,3,8,4,1,1,1
54784,3,7,5,1,1,2
54785,1,12,3,1,2,1
54786,NA,NA,NA,NA,NA,NA
54787,3,7,2,1,1,2
54788,5,6,5,1,1,2
54789,3,7,5,1,2,1
54790,99,5,4,2,1,2
54791,4,4,2,2,1,2
54792,3,7,4,1,1,2
54793,6,9,2,2,1,2
54794,2,7,2,1,1,1
54795,2,6,5,1,1,2
54796,99,4,2,2,1,2
54797,99,4,3,2,1,2
54798,4,8,3,1,1,2
54799,3,4,3,2,1,2
54800,99,4,1,2,1,2
54801,6,7,1,2,1,1
54802,3,10,2,1,1,2
54803,2,3,4,1,1,2
54804,4,8,4,2,1,2
54805,2,5,2,2,1,2
54806,1,7,3,1,1,2
54807,1,5,2,2,2,1
54808,3,8,5,1,1,1
54809,99,7,2,2,1,2
54810,99,2,3,2,1,2
54811,5,4,1,2,1,2
54812,3,2,4,2,1,2
54813,3,3,1,2,1,2
54814,99,4,2,2,1,1
54815,99,6,3,2,1,2
54816,99,5,1,2,1,2
54817,99,6,3,2,2,1
54818,3,5,1,2,1,2
54819,99,8,2,1,1,2
54820,6,7,5,1,2,2
54821,6,9,5,1,1,2
54822,1,6,5,1,1,2
54823,1,13,4,1,1,2
54824,99,7,3,2,1,2
54825,3,7,2,3,1,2
54826,2,7,5,1,1,2
54827,3,4,5,1,1,2
54828,99,5,1,2,1,2
54829,6,13,5,1,3,1
54830,5,4,5,1,1,2
54831,3,5,5,1,2,2
54832,99,5,1,2,1,1
54833,4,6,4,2,1,2
54834,3,5,5,1,1,2
54835,4,6,5,1,1,2
54836,3,6,2,2,1,2
54837,3,4,5,2,1,1
54838,6,7,5,1,1,1
54839,6,9,5,1,2,1
54840,99,6,5,2,1,2
54841,99,3,1,2,1,2
54842,6,7,3,1,2,1
54843,5,6,1,2,1,1
54844,1,5,5,1,1,2
54845,1,4,4,1,1,2
54846,99,3,1,2,1,2
54847,1,4,2,1,1,1
54848,6,10,3,1,1,2
54849,1,9,3,1,1,1
54850,99,2,3,2,1,1
54851,99,6,3,2,1,2
54852,3,4,1,1,1,2
54853,3,8,5,1,1,2
54854,2,7,1,1,1,2
54855,6,6,2,1,2,1
54856,6,7,4,1,1,1
54857,4,5,5,1,1,1
54858,6,6,3,2,1,2
54859,99,777,2,2,1,2
54860,1,10,4,1,1,2
54861,4,8,3,1,1,1
54862,6,3,2,3,3,2
54863,2,8,5,1,1,1
54864,99,5,1,2,1,1
54865,3,5,4,2,1,2
54866,1,6,5,1,1,2
54867,2,3,2,2,9,2
54868,5,6,4,1,1,2
54869,1,7,2,1,1,1
54870,99,3,3,2,1,1
54871,99,6,5,2,1,2
54872,5,9,5,1,1,2
54873,4,7,5,1,1,2
54874,3,5,5,2,1,2
54875,99,6,3,2,1,2
54876,2,4,1,2,1,2
54877,99,5,2,2,1,2
54878,4,5,5,1,1,2
54879,3,5,1,2,1,2
54880,3,5,1,2,1,2
54881,1,6,5,1,2,1
54882,1,9,4,1,1,1
54883,1,6,3,1,1,2
54884,2,7,3,1,1,1
54885,4,6,5,1,1,2
54886,1,6,5,1,1,2
54887,99,4,1,2,1,2
54888,99,6,2,2,1,2
54889,3,6,4,1,1,2
54890,99,3,2,2,1,2
54891,99,2,1,2,1,2
54892,3,5,5,1,1,1
54893,3,4,3,2,1,2
54894,3,6,5,1,1,1
54895,3,6,3,1,1,2
54896,1,6,4,1,1,2
54897,3,7,5,1,1,2
54898,4,6,4,3,1,1
54899,99,6,3,1,1,2
54900,3,2,2,2,1,2
54901,2,7,3,1,1,2
54902,1,6,5,1,1,1
54903,99,5,3,2,1,2
54904,4,6,5,1,1,2
54905,3,5,1,2,1,2
54906,4,5,3,2,1,2
54907,3,7,1,2,2,2
54908,99,4,3,2,1,2
54909,5,5,3,3,1,2
54910,2,8,5,1,1,1
54911,99,6,1,2,1,2
54912,5,7,3,1,1,2
54913,99,3,4,2,2,2
54914,6,7,3,1,1,1
54915,2,7,2,2,1,2
54916,2,6,5,1,1,2
54917,99,4,1,2,1,1
54918,99,5,1,2,1,2
54919,99,6,3,2,2,1
54920,99,4,3,2,1,2
54921,3,4,1,2,1,2
54922,3,4,2,2,1,2
54923,3,8,5,1,1,1
54924,99,7,1,2,1,2
54925,5,5,3,1,1,2
54926,3,6,5,1,1,2
54927,99,6,4,2,2,1
54928,6,8,1,1,1,2
54929,6,7,3,1,1,2
54930,3,6,4,1,1,2
54931,6,7,5,1,1,1
54932,6,4,5,3,1,2
54933,99,5,3,2,1,2
54934,4,8,5,1,1,2
54935,3,7,5,1,1,2
54936,99,5,5,2,9,2
54937,1,5,5,1,2,2
54938,3,8,4,1,1,2
54939,1,8,77,1,1,1
54940,99,7,3,2,1,1
54941,2,6,2,2,2,2
54942,1,10,4,1,1,2
54943,1,5,5,1,1,2
54944,1,3,3,2,1,2
54945,6,8,5,1,2,1
54946,99,4,1,2,1,2
54947,6,3,5,2,1,2
54948,1,6,3,1,1,1
54949,1,11,4,1,1,2
54950,6,9,3,1,1,2
54951,3,7,2,2,1,2
54952,3,5,2,1,1,2
54953,99,4,2,2,1,1
54954,3,4,5,2,1,2
54955,99,9,2,1,1,2
54956,99,4,2,2,1,2
54957,1,11,4,1,1,1
54958,3,6,5,1,1,1
54959,3,9,3,1,1,2
54960,1,5,2,1,2,1
54961,99,6,2,2,1,1
54962,3,6,3,1,1,2
54963,1,7,4,2,1,2
54964,6,6,2,2,1,2
54965,1,10,1,1,2,1
54966,1,6,4,1,1,1
54967,3,8,5,1,1,2
54968,6,12,2,1,2,1
54969,6,4,5,2,1,2
54970,99,3,4,2,1,2
54971,99,5,2,2,1,2
54972,3,6,5,1,1,1
54973,99,3,5,2,1,2
54974,6,5,5,1,3,2
54975,99,4,1,2,1,2
54976,99,5,3,2,1,2
54977,6,6,3,2,9,2
54978,4,9,5,1,1,2
54979,99,7,3,1,1,2
54980,4,7,3,1,1,2
54981,99,4,2,1,1,9
54982,1,6,4,1,2,2
54983,3,6,5,1,1,1
54984,99,5,2,2,1,1
54985,99,7,2,2,1,2
54986,99,4,3,2,1,1
54987,3,5,2,1,2,2
54988,5,3,3,2,1,1
54989,2,5,5,1,1,2
54990,2,6,4,1,1,1
54991,1,5,2,2,1,2
54992,1,6,3,1,1,2
54993,3,5,5,1,1,2
54994,2,5,5,1,1,2
54995,99,5,2,2,1,2
54996,99,5,2,2,1,1
54997,99,6,4,1,1,2
54998,1,13,3,1,1,2
54999,2,5,3,1,1,2
55000,2,5,4,1,1,2
55001,99,3,5,2,1,2
55002,3,10,2,1,1,1
55003,6,3,2,2,1,2
55004,99,5,1,2,1,2
55005,6,6,1,2,1,2
55006,1,7,5,1,1,1
55007,99,3,2,2,9,2
55008,99,4,4,2,1,2
55009,1,6,2,1,1,2
55010,4,6,4,2,1,2
55011,3,6,1,2,1,2
55012,1,3,4,2,1,2
55013,1,13,4,1,2,1
55014,99,4,1,2,1,2
55015,99,4,1,2,1,2
55016,99,5,1,2,1,9
55017,1,5,4,1,1,2
55018,2,7,5,1,1,1
55019,3,4,5,1,1,2
55020,3,9,2,2,1,2
55021,2,8,3,1,1,1
55022,2,5,5,1,1,2
55023,4,5,1,1,1,2
55024,4,5,5,1,1,2
55025,3,5,1,2,1,1
55026,3,8,3,2,1,2
55027,1,7,5,1,1,1
55028,3,4,2,2,2,2
55029,6,10,3,1,1,1
55030,1,8,5,1,2,2
55031,99,6,2,2,1,2
55032,1,8,4,1,1,2
55033,4,11,5,1,1,2
55034,6,9,5,1,1,2
55035,2,6,4,1,1,2
55036,1,7,1,2,1,1
55037,99,5,5,1,1,2
55038,4,5,4,1,1,2
55039,99,4,1,2,1,2
55040,99,4,2,2,1,2
55041,3,9,2,2,1,1
55042,99,8,5,1,1,2
55043,3,6,3,1,1,2
55044,2,7,4,1,2,1
55045,6,4,1,2,1,1
55046,2,9,4,1,1,2
55047,2,7,5,1,1,2
55048,1,6,4,1,1,2
55049,3,10,4,1,1,2
55050,5,4,2,2,1,2
55051,1,5,1,2,1,2
55052,2,6,2,2,1,2
55053,3,5,3,1,1,2
55054,1,3,4,1,1,1
55055,2,5,5,1,1,2
55056,1,6,2,2,1,2
55057,4,3,5,1,1,2
55058,1,7,4,1,1,2
55059,3,11,5,1,1,1
55060,2,6,4,1,1,2
55061,6,5,1,2,1,2
55062,99,4,4,2,2,2
55063,1,9,3,1,1,1
55064,2,7,4,1,1,1
55065,1,6,1,1,1,2
55066,6,8,4,1,1,2
55067,99,5,4,1,1,2
55068,4,7,3,3,1,2
55069,4,6,5,1,1,2
55070,5,5,2,2,1,1
55071,99,4,3,1,1,2
55072,2,8,5,1,1,1
55073,5,8,5,1,1,1
55074,1,5,1,2,1,2
55075,99,4,3,2,1,2
55076,4,6,5,1,1,1
55077,4,6,3,1,1,2
55078,6,4,1,2,1,2
55079,1,5,3,2,1,2
55080,2,5,4,2,2,1
55081,2,7,4,1,1,2
55082,1,4,3,1,1,1
55083,5,3,4,2,1,2
55084,99,4,2,2,1,2
55085,1,1,1,2,1,2
55086,3,5,3,1,1,2
55087,2,4,5,1,1,1
55088,1,1,1,2,1,2
55089,99,4,2,2,1,2
55090,2,11,5,1,1,1
55091,1,3,3,2,1,2
55092,6,9,5,1,1,1
55093,99,9,1,2,1,2
55094,4,7,2,2,2,2
55095,1,7,4,1,1,2
55096,1,12,5,1,2,1
55097,99,6,3,2,1,2
55098,3,4,1,2,1,2
55099,99,2,1,2,1,2
55100,99,999,99,9,9,9
55101,99,7,3,2,2,1
55102,1,6,1,1,1,2
55103,3,3,2,2,1,2
55104,99,3,1,2,1,2
55105,1,7,3,1,1,2
55106,99,4,5,2,9,2
55107,NA,NA,NA,NA,NA,NA
55108,99,5,2,1,1,1
55109,99,4,2,2,1,2
55110,2,5,5,1,1,2
55111,4,3,2,2,1,1
55112,5,6,4,2,1,2
55113,99,6,2,2,1,1
55114,4,4,4,1,1,1
55115,99,8,1,2,1,2
55116,99,4,2,2,2,2
55117,99,4,2,2,1,2
55118,1,9,5,1,1,2
55119,4,7,3,1,1,2
55120,3,5,2,1,1,2
55121,6,8,4,1,1,2
55122,3,9,4,1,1,1
55123,6,6,1,2,1,2
55124,4,5,3,1,1,2
55125,6,4,3,1,1,2
55126,4,5,5,1,1,2
55127,1,5,4,1,1,2
55128,5,7,2,2,1,2
55129,1,5,2,2,2,2
55130,3,7,3,2,1,2
55131,99,6,2,2,1,1
55132,1,4,3,1,1,2
55133,99,6,5,2,1,2
55134,1,4,1,2,1,2
55135,6,7,3,1,1,2
55136,99,6,1,1,1,1
55137,2,5,4,1,1,2
55138,3,3,5,1,1,2
55139,99,5,2,2,1,2
55140,99,5,1,2,1,2
55141,1,9,1,1,1,1
55142,99,5,1,2,1,2
55143,4,4,2,1,1,2
55144,1,6,3,1,1,2
55145,6,4,3,2,1,2
55146,2,8,3,1,1,2
55147,5,7,4,2,1,2
55148,99,8,1,2,1,1
55149,2,5,4,1,1,1
55150,99,3,4,2,1,2
55151,2,6,5,1,1,2
55152,3,5,5,1,1,2
55153,2,5,1,2,1,2
55154,1,12,3,1,1,1
55155,2,4,1,2,1,2
55156,3,5,2,2,1,2
55157,3,8,3,1,1,1
55158,1,6,3,1,1,2
55159,3,6,4,2,1,2
55160,6,8,5,1,2,1
55161,99,3,3,2,1,2
55162,2,6,3,1,1,1
55163,4,6,2,1,1,2
55164,2,3,4,2,1,2
55165,6,8,5,1,1,2
55166,1,8,2,1,1,2
55167,1,6,5,1,1,1
55168,3,3,3,2,1,1
55169,1,9,3,1,1,1
55170,3,5,2,2,1,2
55171,6,4,2,3,1,2
55172,1,6,4,1,1,2
55173,99,3,3,2,1,1
55174,2,5,5,1,1,1
55175,99,5,2,2,1,2
55176,4,6,3,1,1,2
55177,99,3,1,2,1,2
55178,99,3,1,2,1,2
55179,3,5,5,1,2,2
55180,5,5,5,1,1,2
55181,99,5,4,1,1,2
55182,1,4,3,1,1,1
55183,3,4,1,2,1,2
55184,1,4,2,1,1,1
55185,1,5,2,2,2,1
55186,5,5,3,2,1,2
55187,99,1,1,1,1,2
55188,6,10,5,1,2,1
55189,2,5,5,1,1,2
55190,99,5,2,2,2,1
55191,3,7,4,1,1,2
55192,1,7,4,1,1,2
55193,99,7,3,1,1,2
55194,6,11,5,1,3,1
55195,99,4,2,2,3,2
55196,99,5,3,2,1,2
55197,2,11,1,1,1,2
55198,6,3,4,2,1,2
55199,99,3,2,2,1,1
55200,3,5,3,1,1,1
55201,1,9,2,1,1,1
55202,3,5,4,1,2,2
55203,5,5,5,1,1,2
55204,99,4,1,2,2,2
55205,99,4,3,2,2,1
55206,2,9,3,2,2,1
55207,1,6,4,1,1,2
55208,6,1,3,2,1,2
55209,6,4,3,1,1,1
