"seqn","inq020","inq012","inq030","inq060","inq080","inq090","inq132","inq140","inq150","ind235","indfmmpi","indfmmpc","inq244","ind247"
43075,1,2,2,2,2,2,2,1,2,5,0.85,1,2,3
43076,1,1,2,2,2,2,2,1,2,4,0.75,1,1,NA
43077,1,2,2,2,2,2,2,2,2,2,0.61,1,2,1
43078,1,1,2,2,2,2,2,2,2,10,5,3,NA,NA
43079,2,2,1,2,2,2,2,1,2,6,2.59,3,NA,NA
43080,2,2,1,2,1,2,2,1,2,6,2.19,3,NA,NA
43081,1,2,2,2,2,2,2,2,2,11,3.98,3,NA,NA
43082,1,2,2,2,2,2,2,2,2,7,1.45,2,1,NA
43083,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43084,2,2,1,2,1,2,2,2,2,5,2.19,3,NA,NA
43085,1,2,1,2,1,2,2,1,2,4,1.29,1,NA,NA
43086,1,2,2,2,2,2,2,1,2,9,2.91,3,NA,NA
43087,1,2,2,2,2,2,2,2,2,12,4.97,3,NA,NA
43088,1,2,2,2,1,2,2,1,2,10,2.01,3,1,NA
43089,1,1,2,2,2,2,2,1,2,9,2.83,3,NA,NA
43090,1,2,2,2,2,2,2,2,2,4,0.68,1,2,1
43091,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1
43092,1,2,2,2,2,2,2,2,2,5,1.4,2,2,1
43093,1,2,2,2,2,2,2,2,2,77,NA,7,2,1
43094,1,1,2,2,2,2,2,2,2,7,1.16,1,2,99
43095,1,1,2,2,2,2,2,2,2,8,2.8,3,NA,NA
43096,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43097,2,2,1,2,2,2,2,2,2,6,1.61,2,2,1
43098,1,1,2,2,2,2,2,1,2,11,3.96,3,NA,NA
43099,2,2,1,2,2,2,2,1,2,6,2.14,3,NA,NA
43100,1,2,1,2,2,2,2,2,2,4,1.2,1,1,NA
43101,1,2,2,2,2,2,2,2,2,5,0.75,1,2,1
43102,1,2,2,2,2,2,2,2,2,7,2.1,3,NA,NA
43103,1,2,2,2,2,2,2,2,2,4,0.63,1,1,NA
43104,1,2,2,2,2,2,2,2,1,12,2.4,3,NA,NA
43105,1,2,2,2,2,2,2,2,2,77,NA,3,2,1
43106,2,2,2,1,2,1,2,2,2,3,0.68,1,2,1
43107,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
43108,1,2,2,2,1,2,2,2,1,12,5,3,NA,NA
43109,1,2,2,2,2,2,2,2,1,7,3,3,NA,NA
43110,1,2,1,2,2,2,2,1,1,10,2.81,3,NA,NA
43111,1,2,2,2,2,2,2,2,2,3,0.84,1,2,1
43112,1,2,2,2,2,2,2,2,2,5,1.4,2,1,NA
43113,1,2,2,2,2,2,2,2,2,4,0.75,1,2,1
43114,1,2,2,2,2,2,2,2,1,12,5,3,1,NA
43115,2,1,2,2,2,1,2,1,2,9,5,3,NA,NA
43116,1,2,2,2,2,2,2,2,1,5,1.36,2,2,4
43117,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43118,1,2,2,2,2,2,2,2,2,8,1.94,3,NA,NA
43119,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
43120,1,2,2,2,2,2,2,2,2,4,0.75,1,NA,NA
43121,1,2,2,2,2,2,2,2,2,7,1.98,3,2,3
43122,1,2,2,2,2,2,2,2,2,8,2.55,3,NA,NA
43123,1,2,1,1,2,2,2,2,2,8,1.99,3,2,2
43124,2,2,2,1,2,1,2,2,2,3,1.15,1,2,1
43125,1,2,2,2,2,2,2,1,2,8,2.8,3,NA,NA
43126,1,1,2,2,2,2,2,1,2,9,2.91,3,NA,NA
43127,1,2,2,2,2,2,2,2,2,5,1.16,1,2,1
43128,1,2,1,2,2,2,2,2,1,8,2.21,3,NA,NA
43129,1,2,2,2,2,2,2,2,2,8,2.18,3,NA,NA
43130,1,2,1,2,2,1,2,1,2,7,1.3,1,NA,NA
43131,2,2,1,2,1,2,2,1,2,6,2.22,3,NA,NA
43132,1,2,1,2,2,2,2,2,2,6,1.47,2,2,2
43133,1,2,2,2,1,2,2,2,1,5,1.75,2,NA,NA
43134,1,1,2,2,2,2,2,2,2,10,2.98,3,NA,NA
43135,2,2,2,2,2,2,1,2,2,2,0.47,1,2,1
43136,1,2,2,2,2,2,2,2,2,10,2.06,3,2,3
43137,1,2,2,2,2,2,2,2,2,5,1.16,1,1,NA
43138,1,2,2,2,2,2,2,2,1,2,0.28,1,2,1
43139,1,2,2,2,2,2,2,2,2,3,1.15,1,2,1
43140,2,2,1,1,2,2,2,2,1,9,4.29,3,NA,NA
43141,1,2,2,2,2,2,2,2,2,7,1.52,2,2,1
43142,1,2,2,2,2,2,2,2,2,7,1.98,3,NA,NA
43143,2,2,1,2,1,2,2,2,2,3,1.36,2,2,1
43144,1,2,2,2,2,2,9,2,1,2,0.21,1,2,1
43145,1,2,2,2,2,2,2,2,2,4,1.05,1,2,1
43146,1,2,2,2,2,2,2,2,2,5,1.16,1,2,1
43147,1,2,2,2,2,2,2,1,1,11,5,3,NA,NA
43148,1,2,2,2,2,1,2,2,2,5,0.62,1,2,1
43149,1,2,2,2,2,2,2,2,2,77,NA,3,NA,NA
43150,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43151,1,2,2,2,2,2,2,2,2,5,2.35,3,NA,NA
43152,1,2,2,2,2,2,2,2,2,7,2.05,3,NA,NA
43153,1,2,2,2,2,2,2,2,2,2,0.43,1,2,1
43154,1,2,2,2,2,2,2,2,2,99,NA,9,9,NA
43155,2,1,1,2,1,2,2,2,2,12,5,3,NA,NA
43156,1,2,2,2,2,2,2,2,2,9,3.49,3,2,1
43157,1,2,2,2,2,2,2,2,2,5,2.31,3,2,2
43158,1,1,2,2,2,2,2,2,2,99,NA,1,2,1
43159,1,2,2,2,2,2,2,2,2,5,1.23,1,2,1
43160,1,2,1,2,1,1,2,2,2,NA,NA,NA,NA,NA
43161,2,1,2,2,2,2,2,2,2,6,0.87,1,2,1
43162,1,2,2,2,2,2,2,2,2,3,0.6,1,2,1
43163,1,2,2,2,2,2,1,2,1,7,1.12,1,2,1
43164,1,2,2,2,2,2,2,2,2,1,0,1,2,1
43165,1,1,1,2,2,2,2,2,2,5,1.36,2,2,1
43166,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43167,1,1,2,2,2,2,2,1,2,5,1.75,2,2,2
43168,1,2,1,2,2,2,2,2,2,6,1.47,2,2,2
43169,1,2,2,2,2,2,2,1,1,10,5,3,NA,NA
43170,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43171,1,2,2,2,2,2,2,2,2,4,0.93,1,2,1
43172,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43173,1,1,1,2,2,2,2,2,2,77,NA,7,7,NA
43174,1,2,2,2,1,2,2,2,2,12,5,3,NA,NA
43175,1,2,2,2,2,2,2,2,2,4,0.75,1,NA,NA
43176,1,2,2,2,2,2,2,2,2,11,4.25,3,NA,NA
43177,1,1,2,2,2,2,2,2,2,7,1.45,2,2,5
43178,1,2,2,2,2,2,2,2,2,10,3.25,3,NA,NA
43179,2,2,1,2,1,2,2,1,2,6,2.7,3,NA,NA
43180,1,2,1,2,2,2,2,2,2,99,NA,3,1,NA
43181,1,2,2,2,2,2,2,2,2,2,0.34,1,2,1
43182,1,2,2,2,2,2,1,2,1,7,0.63,1,2,1
43183,1,2,2,2,2,2,2,2,1,12,2.4,3,NA,NA
43184,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43185,2,2,1,2,1,2,2,2,2,7,3.92,3,NA,NA
43186,2,2,1,2,1,2,2,1,2,6,1.95,3,NA,NA
43187,2,2,1,2,1,2,2,1,2,9,5,3,NA,NA
43188,1,2,2,2,2,2,2,2,1,7,2.38,3,NA,NA
43189,1,2,2,2,2,2,2,2,2,12,5,3,NA,NA
43190,1,2,2,2,2,2,2,2,2,99,NA,3,2,1
43191,1,2,2,2,2,2,2,2,2,99,NA,1,2,1
43192,1,1,2,2,2,2,2,2,2,12,5,3,NA,NA
43193,1,2,2,2,2,2,2,1,2,11,4.77,3,NA,NA
43194,1,2,2,2,2,2,2,2,2,3,0.62,1,2,1
43195,1,2,1,2,1,1,2,1,2,6,1.6,2,1,NA
43196,1,2,2,2,2,2,2,2,2,4,0.47,1,2,1
43197,2,2,2,1,2,1,1,2,1,2,0.51,1,2,1
43198,1,2,2,2,2,2,2,1,1,6,2.42,3,NA,NA
43199,1,2,2,2,2,2,2,2,2,5,1.71,2,2,1
43200,1,2,2,2,2,2,2,1,2,6,2.88,3,NA,NA
43201,1,2,2,2,2,1,2,2,2,7,1.49,2,2,1
43202,1,2,1,2,2,2,2,2,2,4,1.2,1,1,NA
43203,2,1,2,2,1,2,2,2,2,3,0.44,1,2,1
43204,2,2,1,2,2,2,2,2,2,1,0.09,1,1,NA
43205,1,2,2,2,2,2,2,2,2,4,1.76,2,NA,NA
43206,1,2,2,2,2,2,2,2,2,7,1.7,2,NA,NA
43207,1,2,2,2,2,2,2,2,1,77,NA,1,2,77
43208,1,2,2,2,2,2,1,2,1,5,1.13,1,NA,NA
43209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43210,2,2,1,2,1,2,2,2,1,8,3.86,3,NA,NA
43211,2,2,1,2,2,1,2,2,2,2,0.78,1,2,1
43212,1,2,2,2,2,2,2,2,2,99,NA,1,2,1
43213,1,2,2,2,2,2,2,2,2,11,3.78,3,NA,NA
43214,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
43215,1,2,2,2,2,2,2,2,2,5,1.13,1,2,1
43216,1,2,2,2,2,2,2,2,2,3,0.84,1,2,1
43217,1,2,2,2,2,2,2,1,2,7,2.03,3,NA,NA
43218,1,2,2,2,2,2,2,2,2,11,4.94,3,NA,NA
43219,1,2,2,2,2,2,2,2,2,7,1.52,2,NA,NA
43220,1,2,2,2,2,1,2,2,1,5,0.85,1,2,1
43221,2,2,2,1,2,2,1,2,2,2,0.48,1,2,1
43222,1,1,2,2,2,2,2,2,2,9,2.42,3,NA,NA
43223,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43224,2,2,1,1,2,2,2,2,1,9,4.29,3,NA,NA
43225,1,1,2,2,2,2,2,1,2,11,4.43,3,NA,NA
43226,1,2,2,2,2,2,2,2,2,3,0.48,1,1,NA
43227,1,1,2,2,2,2,2,1,1,12,5,3,NA,NA
43228,1,1,2,2,2,2,2,2,2,5,1.02,1,2,1
43229,1,2,2,2,2,2,2,2,2,6,1.29,1,2,4
43230,1,2,2,2,2,2,2,1,1,6,1.7,2,9,NA
43231,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43232,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
43233,1,2,2,2,2,2,2,2,2,7,2.74,3,NA,NA
43234,2,1,2,2,2,2,2,2,2,1,0,1,2,1
43235,2,2,1,1,1,2,2,1,2,8,3.43,3,NA,NA
43236,1,2,2,2,2,2,2,2,1,3,0.58,1,2,1
43237,2,2,1,1,1,2,2,1,2,6,2.7,3,NA,NA
43238,1,2,2,2,2,2,2,2,2,2,0.49,1,7,NA
43239,1,2,2,2,2,2,1,2,2,4,0.57,1,2,1
43240,1,2,1,2,2,2,2,2,2,7,2.54,3,NA,NA
43241,1,2,2,2,2,2,2,2,2,77,NA,2,2,1
43242,1,2,2,1,2,2,2,2,2,2,0.75,1,NA,NA
43243,1,1,2,2,2,2,2,2,2,10,4.82,3,NA,NA
43244,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA
43245,2,2,2,2,2,1,2,2,1,4,1.2,1,2,1
43246,7,2,2,2,2,2,2,2,2,77,NA,3,2,1
43247,1,1,2,2,2,1,2,2,2,1,0.35,1,2,1
43248,1,1,2,2,1,2,2,2,2,99,NA,3,9,NA
43249,1,2,2,2,2,2,2,1,2,99,NA,3,1,NA
43250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43251,2,2,1,2,1,2,2,1,2,5,1.19,1,1,NA
43252,1,2,2,2,2,2,2,2,2,8,2.32,3,NA,NA
43253,1,2,2,2,2,2,2,2,2,6,1.2,1,2,1
43254,1,2,1,2,2,2,2,1,2,5,1.71,2,NA,NA
43255,1,2,2,2,2,2,1,2,2,2,0.23,1,2,1
43256,1,2,2,2,2,2,2,2,2,6,0.96,1,1,NA
43257,1,2,2,2,2,2,2,1,2,7,2.09,3,NA,NA
43258,1,2,2,2,2,2,2,2,2,3,0.7,1,2,1
43259,1,2,1,2,2,1,2,2,2,2,0.25,1,2,99
43260,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
43261,2,2,1,1,1,2,2,2,1,11,4.43,3,NA,NA
43262,2,2,2,1,2,2,2,2,1,3,0.57,1,2,1
43263,1,1,2,2,2,2,2,1,2,7,4.04,3,NA,NA
43264,1,2,2,2,2,2,2,1,2,11,5,3,NA,NA
43265,1,2,2,2,2,2,2,2,2,5,1.16,1,2,1
43266,1,2,2,2,2,2,2,2,2,8,1.69,2,2,1
43267,1,1,1,2,2,2,2,2,2,2,0.48,1,2,1
43268,2,2,1,2,2,2,2,2,2,1,0,1,2,1
43269,2,2,1,2,2,2,2,2,2,6,1.61,2,2,1
43270,1,2,2,2,2,2,2,2,2,9,5,3,NA,NA
43271,2,2,1,2,2,2,2,2,2,2,0.82,1,2,2
43272,1,2,2,2,2,2,2,2,2,2,0.3,1,2,1
43273,1,2,2,2,2,2,2,1,2,8,2.62,3,NA,NA
43274,1,2,2,2,2,2,2,1,2,11,3.98,3,NA,NA
43275,1,2,1,2,2,2,2,2,2,5,0.77,1,2,1
43276,2,2,1,2,2,1,1,2,1,2,0.25,1,2,1
43277,1,2,2,2,2,2,2,1,1,11,4.57,3,NA,NA
43278,2,2,1,2,2,2,2,1,1,2,0.34,1,2,1
43279,1,2,2,2,2,2,1,2,2,1,0.13,1,1,NA
43280,1,2,2,2,2,2,2,2,2,11,5,3,NA,NA
43281,1,2,1,1,2,2,2,2,2,7,1.7,2,9,NA
43282,1,2,2,2,2,2,2,1,2,11,3.96,3,NA,NA
43283,1,2,2,2,2,2,2,1,2,5,0.67,1,1,NA
43284,1,1,2,2,2,2,2,2,2,1,0.41,1,2,99
43285,1,2,2,2,2,2,2,2,2,8,3.51,3,NA,NA
43286,1,1,2,2,2,2,2,2,2,2,0.6,1,2,1
43287,1,2,2,2,2,2,2,2,2,7,2.1,3,NA,NA
43288,2,2,2,1,2,1,2,2,2,5,1.05,1,2,1
43289,1,2,2,2,2,2,2,2,2,6,0.96,1,1,NA
43290,1,1,1,2,2,1,1,2,2,99,NA,1,2,1
43291,1,2,2,2,2,2,2,2,2,10,2.04,3,NA,NA
43292,1,2,2,2,2,2,2,1,2,11,4.53,3,NA,NA
43293,1,1,2,2,2,2,2,2,2,8,2.32,3,NA,NA
43294,1,2,2,2,2,2,2,2,2,77,NA,7,7,NA
43295,1,1,2,2,2,2,2,2,2,11,5,3,NA,NA
43296,1,2,1,2,1,2,2,1,1,9,2.89,3,NA,NA
43297,1,1,1,2,1,2,2,2,2,6,1.54,2,1,NA
43298,1,2,2,2,2,2,2,2,2,99,NA,3,2,1
43299,1,2,2,2,2,2,2,2,2,5,2.35,3,NA,NA
43300,1,2,2,2,2,2,2,2,2,10,4.19,3,NA,NA
43301,1,2,2,2,2,2,2,2,2,6,1.04,1,2,1
43302,1,2,1,1,1,2,2,2,2,9,2.83,3,NA,NA
43303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43304,1,2,2,2,2,2,2,2,2,6,1.09,1,2,1
43305,9,2,1,2,1,2,2,2,1,99,NA,3,2,77
43306,1,2,2,2,2,2,2,2,2,9,4.29,3,NA,NA
43307,1,2,2,2,2,2,2,2,2,6,1.04,1,2,1
43308,1,2,2,2,2,2,1,2,2,7,1.74,2,2,1
43309,1,2,2,2,2,2,2,2,2,6,1.7,2,NA,NA
43310,2,2,1,2,1,2,2,1,2,3,0.99,1,1,NA
43311,1,1,2,2,2,2,2,2,2,8,2.62,3,2,1
43312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43313,1,2,1,2,2,2,2,1,2,8,5,3,NA,NA
43314,2,2,1,1,2,2,2,2,2,6,1.63,2,2,2
43315,1,2,2,2,2,2,2,1,2,10,3.4,3,NA,NA
43316,7,2,1,2,2,2,2,2,1,77,NA,3,2,2
43317,7,2,1,1,1,2,2,7,7,NA,NA,NA,NA,NA
43318,2,1,1,2,1,2,2,1,2,11,5,3,NA,NA
43319,1,2,2,2,2,2,1,2,2,4,0.57,1,2,1
43320,1,1,2,2,2,1,2,2,2,4,1.02,1,2,1
43321,1,2,2,2,2,2,2,2,1,3,0.6,1,2,5
43322,1,2,2,2,2,2,2,2,2,4,0.76,1,2,1
43323,1,2,2,1,1,2,2,1,2,9,2.42,3,NA,NA
43324,1,2,2,2,2,2,2,2,2,1,0,1,2,1
43325,1,1,2,2,2,2,1,2,2,1,0,1,2,1
43326,2,2,2,2,2,2,2,2,2,99,NA,1,2,1
43327,1,2,2,2,2,2,2,1,2,12,4.94,3,NA,NA
43328,2,1,2,2,2,2,2,2,2,3,0.56,1,2,3
43329,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43330,2,2,1,2,2,2,1,2,2,4,0.95,1,1,NA
43331,1,2,1,1,2,2,2,2,2,8,1.99,3,2,2
43332,1,2,2,2,2,1,2,2,2,3,0.45,1,2,1
43333,1,2,1,2,2,2,2,2,1,5,0.99,1,2,1
43334,2,2,1,1,1,2,2,1,1,4,1.31,2,2,3
43335,1,1,2,2,2,2,2,1,2,9,4.38,3,NA,NA
43336,1,2,2,2,2,2,2,2,2,9,2.83,3,NA,NA
43337,1,2,2,2,2,2,2,2,1,6,0.72,1,2,1
43338,1,2,2,2,2,2,2,1,2,9,5,3,NA,NA
43339,1,2,2,2,2,2,2,2,2,8,3.51,3,NA,NA
43340,1,2,2,2,2,2,2,2,1,7,1.74,2,NA,NA
43341,1,2,2,2,2,2,2,1,1,9,5,3,NA,NA
43342,1,1,2,2,1,2,2,2,2,7,2.57,3,NA,NA
43343,1,2,1,2,2,2,2,2,2,4,1.31,2,2,1
43344,2,2,1,2,2,2,2,2,2,2,0.42,1,2,1
43345,1,1,2,2,2,1,2,2,1,6,1.16,1,2,1
43346,1,2,2,2,2,2,2,2,1,2,0.47,1,2,1
43347,1,2,2,2,2,2,2,2,2,11,4.53,3,NA,NA
43348,1,2,2,2,2,2,2,2,1,5,0.99,1,2,1
43349,1,2,2,2,2,2,2,2,1,10,4.19,3,NA,NA
43350,1,2,2,2,2,2,2,2,2,4,0.62,1,2,1
43351,1,2,1,2,2,2,2,2,2,5,0.97,1,2,1
43352,1,1,1,2,2,2,2,2,2,7,2.1,3,NA,NA
43353,2,2,1,2,1,2,2,1,2,5,1.58,2,NA,NA
43354,1,2,2,2,2,2,2,2,2,99,NA,3,2,99
43355,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
43356,1,2,2,2,2,2,2,2,1,11,4.53,3,NA,NA
43357,1,2,2,2,2,2,2,1,2,9,2.47,3,NA,NA
43358,2,2,1,2,1,2,2,1,2,99,NA,9,9,NA
43359,1,2,2,2,2,2,2,2,1,9,2.6,3,NA,NA
43360,1,2,2,2,2,2,2,2,2,2,0.23,1,2,1
43361,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43362,1,2,2,2,2,2,2,2,2,5,1.05,1,2,1
43363,1,2,2,2,2,2,2,2,2,5,1.05,1,NA,NA
43364,1,2,2,2,2,2,2,2,1,1,0,1,2,1
43365,1,2,1,1,1,1,2,2,2,5,1.16,1,2,1
43366,1,2,1,2,2,1,2,2,2,5,1.1,1,2,4
43367,1,2,2,2,2,2,2,2,2,11,4.94,3,NA,NA
43368,1,2,2,2,2,2,2,2,2,5,2.35,3,2,1
43369,1,1,2,2,1,2,2,2,2,7,1.49,2,NA,NA
43370,2,2,2,2,2,1,2,2,2,5,1.02,1,2,1
43371,1,2,2,1,2,1,1,2,2,3,0.28,1,2,1
43372,1,2,2,2,2,2,2,2,1,5,0.97,1,2,1
43373,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
43374,1,2,2,2,2,2,2,2,2,5,0.77,1,2,3
43375,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43376,1,2,2,2,2,2,2,2,2,6,1.04,1,2,1
43377,1,2,2,2,2,2,2,2,2,5,0.99,1,2,1
43378,1,2,2,2,2,2,2,2,2,3,0.52,1,2,1
43379,1,1,2,2,2,2,2,1,2,99,NA,3,NA,NA
43380,1,1,2,2,2,2,2,2,2,10,2.98,3,NA,NA
43381,1,2,2,2,2,2,2,2,2,8,3.94,3,NA,NA
43382,1,2,2,2,2,2,2,1,2,77,NA,3,7,NA
43383,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43384,1,2,1,2,2,2,2,2,2,3,1.01,1,2,1
43385,1,2,2,2,2,2,2,2,2,5,1.16,1,2,1
43386,1,2,1,2,1,1,2,1,2,6,1.6,2,1,NA
43387,1,2,2,2,2,2,2,2,1,6,1.7,2,NA,NA
43388,1,2,2,2,2,2,2,1,2,9,2.49,3,NA,NA
43389,1,2,2,2,2,1,2,2,2,3,0.68,1,2,1
43390,1,2,2,2,2,2,2,2,2,3,0.46,1,2,1
43391,1,1,1,2,2,2,2,7,2,9,3.41,3,NA,NA
43392,1,2,2,2,2,2,1,2,2,2,0.23,1,2,1
43393,1,1,2,2,2,2,2,2,2,9,2.83,3,NA,NA
43394,1,2,2,2,2,2,2,2,2,3,0.38,1,2,1
43395,1,2,2,2,2,2,2,2,2,3,0.84,1,2,1
43396,1,2,2,2,2,2,2,2,2,5,0.87,1,2,1
43397,1,2,1,2,2,2,2,2,2,99,NA,2,2,1
43398,1,1,2,2,2,2,2,2,2,8,2.8,3,1,NA
43399,1,2,1,2,1,2,2,2,2,NA,NA,NA,NA,NA
43400,2,2,1,2,2,1,2,2,2,2,0.77,1,2,1
43401,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43402,1,2,2,2,2,2,2,2,2,3,0.45,1,2,1
43403,1,2,2,2,2,2,2,2,2,4,0.93,1,2,1
43404,1,2,1,2,1,2,2,2,2,8,1.9,3,2,1
43405,1,1,2,2,1,2,2,2,2,99,NA,3,9,NA
43406,1,2,2,2,2,2,2,2,2,2,0.23,1,2,1
43407,1,2,2,2,2,2,2,2,2,4,1.88,3,NA,NA
43408,1,2,2,2,2,2,2,2,2,2,0.49,1,2,1
43409,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43410,1,2,1,1,1,1,2,2,2,5,1.16,1,2,1
43411,1,2,2,2,2,2,2,1,2,11,4.61,3,NA,NA
43412,1,2,2,2,2,2,2,2,2,6,2.06,3,2,2
43413,1,2,2,2,2,2,2,2,2,1,0,1,2,2
43414,1,2,1,2,2,2,2,2,2,4,0.73,1,2,1
43415,1,1,2,2,2,2,2,2,2,77,NA,7,NA,NA
43416,1,2,2,2,2,2,2,2,1,5,1.4,2,NA,NA
43417,1,2,2,2,2,2,2,2,1,6,0.72,1,2,1
43418,1,2,2,2,2,2,2,2,2,7,2.54,3,1,NA
43419,1,2,2,2,2,2,2,2,2,7,2.18,3,NA,NA
43420,1,2,2,2,2,2,2,2,1,6,1.93,3,NA,NA
43421,1,2,2,2,2,2,2,1,2,7,2.03,3,2,2
43422,1,2,2,2,2,2,2,2,2,8,2.8,3,NA,NA
43423,1,2,2,2,2,2,2,2,2,12,4.97,3,NA,NA
43424,1,2,2,2,2,2,2,2,2,9,3.41,3,NA,NA
43425,1,2,2,2,2,2,2,2,2,7,1.79,2,NA,NA
43426,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
43427,1,1,2,2,2,2,2,2,2,3,0.6,1,2,1
43428,1,2,2,2,2,2,2,2,2,7,1.48,2,2,4
43429,2,2,1,1,2,1,2,2,2,3,1.03,1,2,1
43430,2,2,1,1,2,1,2,1,2,4,1.5,2,7,NA
43431,1,2,2,2,2,2,2,1,1,10,4.19,3,NA,NA
43432,2,2,1,2,2,1,2,1,2,7,2.52,3,NA,NA
43433,1,2,2,2,2,2,2,2,1,4,1.76,2,NA,NA
43434,2,2,1,2,1,1,2,2,2,6,2.06,3,2,1
43435,1,2,2,2,2,2,2,2,2,5,1.02,1,NA,NA
43436,1,1,1,1,1,1,1,1,2,8,1.94,3,NA,NA
43437,1,2,2,2,2,2,2,2,1,5,0.87,1,2,4
43438,1,2,2,2,2,2,2,2,2,3,0.96,1,2,1
43439,1,2,2,2,2,2,2,2,2,3,1.38,2,2,1
43440,1,2,2,2,2,2,2,2,2,7,1.3,1,2,1
43441,2,2,1,1,1,2,2,2,2,6,1.97,3,2,99
43442,1,2,2,2,2,2,2,2,2,6,1.42,2,2,1
43443,2,2,2,2,2,1,2,2,2,2,0.48,1,2,1
43444,1,2,2,1,2,2,1,2,1,2,0.35,1,2,1
43445,1,2,2,2,2,2,2,2,2,7,1.16,1,2,1
43446,1,2,2,2,2,2,2,2,2,7,1.98,3,NA,NA
43447,1,1,1,2,2,2,2,1,2,10,5,3,NA,NA
43448,1,2,2,2,2,2,2,2,2,4,0.85,1,NA,NA
43449,1,1,2,2,2,2,2,2,1,7,1.8,2,NA,NA
43450,1,2,2,2,2,2,2,1,2,11,3.63,3,NA,NA
43451,1,1,2,2,2,2,2,2,2,11,5,3,NA,NA
43452,1,1,1,2,1,2,2,2,2,6,1.42,2,NA,NA
43453,1,2,2,2,2,2,2,2,2,3,0.56,1,2,1
43454,1,2,2,2,2,2,2,2,2,4,1.05,1,NA,NA
43455,1,1,2,2,2,2,2,2,2,12,4.56,3,NA,NA
43456,1,2,2,2,2,2,2,1,1,5,2.31,3,NA,NA
43457,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
43458,1,2,1,2,2,2,2,2,1,8,1.9,3,NA,NA
43459,1,2,2,2,2,2,2,2,2,9,3.61,3,NA,NA
43460,1,2,1,2,2,1,2,1,1,2,0.34,1,2,1
43461,1,2,2,2,2,2,2,2,2,4,0.95,1,2,1
43462,1,2,2,2,2,2,2,2,1,3,0.51,1,2,77
43463,1,2,2,2,2,2,2,1,2,7,3.41,3,NA,NA
43464,2,2,1,2,1,2,2,1,2,12,5,3,NA,NA
43465,1,2,2,2,2,2,2,2,2,9,2.83,3,NA,NA
43466,1,2,2,2,2,2,2,1,1,9,4.29,3,NA,NA
43467,1,2,2,2,2,2,2,1,2,11,4.18,3,NA,NA
43468,1,1,2,2,2,2,2,1,2,12,5,3,NA,NA
43469,2,2,1,2,2,2,2,1,2,12,5,3,2,1
43470,1,2,2,2,2,1,2,2,2,6,1.04,1,2,1
43471,1,2,2,2,2,2,2,2,2,6,0.94,1,2,1
43472,1,2,2,2,2,1,2,2,2,5,0.62,1,2,1
43473,1,2,2,2,2,2,2,2,2,5,1.75,2,2,1
43474,2,1,1,2,2,2,2,1,2,3,1.32,2,1,NA
43475,1,2,2,2,2,2,2,2,2,3,0.77,1,2,2
43476,1,1,2,2,2,2,2,1,2,9,3.94,3,NA,NA
43477,1,2,2,2,2,2,2,2,2,5,1.13,1,2,1
43478,1,2,2,2,2,2,2,2,2,99,NA,1,2,2
43479,1,2,2,2,2,2,2,2,2,99,NA,3,2,6
43480,2,2,1,2,2,1,1,2,1,1,0.2,1,2,1
43481,1,2,2,2,2,2,2,2,2,3,0.6,1,2,1
43482,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA
43483,1,2,2,2,2,2,2,1,2,12,5,3,NA,NA
43484,2,2,1,2,1,2,2,1,2,3,0.86,1,2,4
43485,1,2,2,2,2,2,2,2,2,9,3.49,3,NA,NA
43486,1,2,2,2,2,2,2,2,2,3,1.29,1,2,1
