"seqn","hoq011","hod030","hoq040","hod050","hod060","hoq065","hoq070","hoq080","hoq230","hoq240","hoq250","hoq260a","hoq260b","hoq260c","hoq270","hoq280a","hoq280b","hoq280c"
33147,4,6,99,4,3,2,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
33148,4,5,99,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33149,2,NA,1,8,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33150,1,NA,2,6,3,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33151,2,NA,4,8,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33152,2,NA,4,4,4,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33153,2,NA,1,6,2,1,1,1,2,1,2,NA,NA,NA,1,1,NA,NA
33154,4,7,2,4,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33155,4,1,3,6,1,2,1,2,2,1,1,1,2,NA,NA,NA,NA,NA
33156,1,NA,3,6,5,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33157,2,NA,6,5,2,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
33158,2,NA,99,5,3,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33159,2,NA,99,6,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33160,2,NA,3,9,4,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33161,3,NA,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33162,2,NA,4,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33163,2,NA,1,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33164,2,NA,1,5,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33165,3,NA,1,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33166,3,NA,4,5,2,2,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
33167,4,6,2,5,3,2,9,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33168,1,NA,2,6,2,3,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
33169,2,NA,2,8,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33170,4,1,99,4,2,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
33171,2,NA,5,4,2,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
33172,2,NA,1,10,5,1,1,2,2,1,1,1,2,3,NA,NA,NA,NA
33173,2,NA,2,11,2,1,1,1,1,1,1,NA,NA,3,NA,NA,NA,NA
33174,4,5,99,4,1,2,1,2,1,1,2,NA,NA,NA,1,1,NA,NA
33175,3,NA,99,4,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33176,3,NA,99,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33177,4,5,1,3,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33178,2,NA,1,9,4,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
33179,2,NA,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33180,4,1,99,4,3,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
33181,4,6,99,4,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33182,2,NA,6,3,3,1,2,2,9,2,1,1,NA,3,NA,NA,NA,NA
33183,3,NA,1,3,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33184,2,NA,99,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33185,3,NA,4,7,4,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33187,2,NA,1,8,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33188,4,4,99,6,4,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33189,4,5,2,6,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33190,1,NA,2,5,3,1,2,2,2,2,2,NA,NA,NA,1,NA,2,NA
33191,4,1,99,6,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33192,2,NA,6,13,5,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
33193,6,NA,6,1,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33194,1,NA,3,7,3,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33195,2,NA,2,6,4,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33196,1,NA,1,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33197,2,NA,4,8,5,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
33198,4,3,99,4,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33199,3,NA,99,5,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33200,1,NA,2,5,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33201,4,4,3,5,5,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33202,2,NA,3,7,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33203,2,NA,3,1,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33204,2,NA,1,6,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33205,3,NA,4,7,4,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
33206,4,5,4,4,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33207,3,NA,2,4,2,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33208,2,NA,3,5,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33209,2,NA,99,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33210,2,NA,3,11,3,1,2,1,2,2,1,NA,2,3,NA,NA,NA,NA
33211,2,NA,2,8,5,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
33212,2,NA,1,7,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33213,2,NA,2,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33214,2,NA,1,13,5,1,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
33215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33216,2,NA,1,5,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33217,3,NA,5,3,1,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA
33218,1,NA,3,4,3,1,3,2,1,2,1,NA,2,NA,NA,NA,NA,NA
33219,2,NA,1,8,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33220,4,6,99,1,4,2,1,2,1,1,1,NA,2,NA,NA,NA,NA,NA
33221,2,NA,6,6,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33222,2,NA,99,9,2,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA
33223,2,NA,1,6,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33224,2,NA,1,9,3,1,2,1,2,2,1,1,2,3,NA,NA,NA,NA
33225,3,NA,99,4,1,2,9,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33226,2,NA,2,7,4,1,1,2,1,2,1,NA,NA,3,NA,NA,NA,NA
33227,2,NA,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33228,1,NA,3,5,1,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33229,3,NA,99,6,2,2,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
33230,2,NA,3,6,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33231,2,NA,1,5,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33232,3,NA,1,5,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33233,3,NA,99,7,1,2,1,9,2,2,2,NA,NA,NA,2,NA,NA,NA
33234,2,NA,99,7,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33235,3,NA,2,3,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33236,2,NA,2,6,5,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
33237,2,NA,5,5,4,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
33238,2,NA,2,5,5,1,3,9,2,2,1,NA,2,NA,NA,NA,NA,NA
33239,4,4,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33240,2,NA,6,5,3,2,2,1,2,1,1,1,2,NA,NA,NA,NA,NA
33241,3,NA,2,5,1,2,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
33242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33243,2,NA,6,13,5,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
33244,2,NA,1,9,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33245,2,NA,6,6,4,1,2,1,2,2,1,1,2,NA,NA,NA,NA,NA
33246,2,NA,4,6,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33247,4,4,6,5,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33248,2,NA,1,7,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33250,2,NA,2,6,4,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA
33251,2,NA,1,6,1,1,1,2,2,2,2,NA,NA,NA,1,NA,NA,3
33252,2,NA,1,12,4,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33253,4,1,99,4,2,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
33254,2,NA,1,12,4,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33255,2,NA,99,6,2,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33256,4,5,4,5,3,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33257,2,NA,3,8,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33258,4,6,99,3,3,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33259,2,NA,4,9,3,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33260,2,NA,6,5,4,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
33261,2,NA,1,9,3,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
33262,1,NA,99,4,4,1,2,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33263,1,NA,99,3,4,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
33264,1,NA,2,5,77,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33265,6,NA,3,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33266,2,NA,99,3,1,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33267,2,NA,4,8,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33268,2,NA,3,10,5,1,2,1,1,2,2,NA,NA,NA,2,NA,NA,NA
33269,2,NA,3,7,3,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33270,4,1,99,6,1,2,1,2,2,1,1,NA,2,NA,NA,NA,NA,NA
33271,2,NA,99,4,3,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33272,2,NA,1,8,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33273,2,NA,3,10,5,1,1,1,1,2,1,1,2,NA,NA,NA,NA,NA
33274,2,NA,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33275,2,NA,3,11,2,1,1,1,1,2,1,NA,2,NA,NA,NA,NA,NA
33276,2,NA,1,8,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33277,2,NA,6,7,5,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33278,4,4,99,5,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33279,2,NA,4,5,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33280,2,NA,2,7,5,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
33281,2,NA,1,7,3,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33282,4,1,99,6,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33283,2,NA,4,5,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33284,1,NA,1,7,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33285,1,NA,1,8,3,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33286,3,NA,1,6,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33287,4,5,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33288,2,NA,99,7,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33289,4,5,99,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33290,2,NA,3,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33291,2,NA,6,6,5,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33292,4,4,1,5,1,2,9,2,2,2,2,NA,NA,NA,9,NA,NA,NA
33293,2,NA,2,6,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33294,4,4,99,8,5,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33295,2,NA,3,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33296,2,NA,1,8,2,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
33297,4,7,99,4,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33298,2,NA,1,6,3,2,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
33299,2,NA,1,6,1,1,2,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33300,2,NA,1,5,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33301,1,NA,2,5,3,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33302,4,3,3,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33303,1,NA,2,6,77,7,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33304,2,NA,2,3,2,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33305,2,NA,99,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33306,4,4,3,4,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33307,4,7,3,4,2,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33308,2,NA,1,9,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33309,4,3,3,4,3,2,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
33310,1,NA,2,4,4,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA
33311,1,NA,3,7,3,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33312,4,5,99,4,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33313,2,NA,4,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33314,3,NA,99,4,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33315,2,NA,3,5,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA
33316,2,NA,2,6,5,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA
33317,2,NA,1,9,4,1,1,1,1,2,2,NA,NA,NA,2,NA,NA,NA
33318,2,NA,1,7,4,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33319,3,NA,3,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33320,4,6,99,2,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33321,2,NA,2,6,5,1,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
33322,2,NA,6,8,3,1,1,1,2,1,1,NA,2,NA,NA,NA,NA,NA
33323,3,NA,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33324,2,NA,4,5,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33325,2,NA,3,5,2,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33326,2,NA,3,4,3,1,1,2,1,2,2,NA,NA,NA,1,NA,2,NA
33327,4,7,2,3,1,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33328,2,NA,3,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33329,2,NA,6,3,5,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33330,2,NA,6,7,5,1,1,2,1,2,1,NA,2,NA,NA,NA,NA,NA
33331,3,NA,1,6,3,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
33332,2,NA,2,6,4,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33333,2,NA,99,6,5,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33334,2,NA,1,5,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33335,2,NA,1,8,2,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
33336,2,NA,1,5,1,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33337,2,NA,4,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33338,2,NA,3,6,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33339,2,NA,4,5,2,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33340,1,NA,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33341,4,4,99,5,1,2,9,9,2,2,2,NA,NA,NA,2,NA,NA,NA
33342,2,NA,6,6,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33343,2,NA,3,10,2,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33344,2,NA,1,9,4,1,1,2,2,2,2,NA,NA,NA,1,NA,NA,3
33345,4,5,3,4,4,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33346,2,NA,4,5,5,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
33347,2,NA,6,4,4,1,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
33348,4,6,99,3,3,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33349,2,NA,99,5,5,1,1,2,1,1,1,1,2,3,NA,NA,NA,NA
33350,2,NA,2,6,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33351,2,NA,99,5,3,3,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33352,4,4,2,5,4,2,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
33353,2,NA,2,6,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33354,3,NA,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33355,2,NA,1,11,4,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33356,2,NA,1,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33357,2,NA,6,8,5,1,2,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33358,2,NA,3,5,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33359,4,4,99,4,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33360,3,NA,1,5,1,1,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33361,2,NA,2,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33362,2,NA,6,8,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33363,2,NA,1,6,4,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
33364,3,NA,3,5,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33365,2,NA,99,8,1,3,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33366,2,NA,1,11,5,1,1,1,2,2,1,1,NA,3,NA,NA,NA,NA
33367,2,NA,1,7,3,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33368,3,NA,99,6,5,1,1,2,2,2,1,1,NA,3,NA,NA,NA,NA
33369,2,NA,2,5,4,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33370,2,NA,3,11,4,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33371,4,3,99,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33372,2,NA,1,6,2,1,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33373,4,4,99,5,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33374,2,NA,2,5,4,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33375,2,NA,1,7,1,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33376,1,NA,1,8,3,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
33377,2,NA,2,9,5,1,1,2,2,1,2,NA,NA,NA,1,1,NA,NA
33378,2,NA,3,5,1,2,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
33379,4,3,99,4,2,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33380,4,3,99,4,4,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33381,2,NA,1,11,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33382,3,NA,99,4,2,2,1,2,2,2,2,NA,NA,NA,1,1,NA,NA
33383,2,NA,6,7,5,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33384,4,7,5,5,4,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33385,2,NA,99,7,5,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA
33386,2,NA,2,5,2,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33387,2,NA,2,9,4,1,2,2,2,2,1,1,2,NA,NA,NA,NA,NA
33388,2,NA,1,9,2,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33389,4,5,99,5,1,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33390,2,NA,99,6,5,1,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33391,4,1,6,5,3,2,1,2,2,2,1,1,2,3,NA,NA,NA,NA
33392,2,NA,2,11,5,1,1,1,2,2,1,NA,NA,3,NA,NA,NA,NA
33393,4,4,99,5,1,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33394,2,NA,2,7,1,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33395,2,NA,3,7,5,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA
33396,2,NA,4,6,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33397,6,NA,6,13,2,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33398,3,NA,99,4,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33399,2,NA,3,7,4,1,1,2,1,1,1,1,2,NA,NA,NA,NA,NA
33400,2,NA,6,7,5,1,2,2,1,2,1,1,2,NA,NA,NA,NA,NA
33401,4,4,99,5,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33402,2,NA,2,5,5,1,1,2,2,2,1,1,2,NA,NA,NA,NA,NA
33403,1,NA,99,5,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33404,2,NA,99,8,3,2,1,2,1,2,1,1,NA,NA,NA,NA,NA,NA
33405,2,NA,99,5,1,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33406,2,NA,1,11,2,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
33407,1,NA,2,4,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33408,2,NA,4,4,3,1,1,1,2,2,1,NA,NA,3,NA,NA,NA,NA
33409,4,99,5,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33410,1,NA,1,7,5,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33411,4,4,99,4,1,2,1,1,2,1,2,NA,NA,NA,2,NA,NA,NA
33412,1,NA,2,5,3,1,2,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33413,2,NA,1,8,5,1,2,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33414,2,NA,99,3,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33415,3,NA,99,8,1,2,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33416,2,NA,2,8,3,1,2,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33417,2,NA,3,8,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
33418,2,NA,99,6,5,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33419,4,7,99,3,4,2,1,1,2,2,2,NA,NA,NA,2,NA,NA,NA
33420,2,NA,2,6,5,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33421,4,4,1,5,3,2,1,2,1,2,1,1,2,3,NA,NA,NA,NA
33422,4,99,99,3,1,2,9,1,2,1,2,NA,NA,NA,2,NA,NA,NA
33423,4,5,99,4,3,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33424,4,5,99,5,1,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,NA
33425,2,NA,1,6,4,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33426,3,NA,6,6,5,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA
33427,4,4,99,5,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33428,2,NA,6,8,4,1,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33429,2,NA,1,9,4,1,2,1,2,2,1,NA,2,NA,NA,NA,NA,NA
33430,4,4,1,5,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33431,2,NA,1,8,1,1,2,1,2,2,2,NA,NA,NA,1,1,NA,NA
33432,1,NA,99,3,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33433,2,NA,1,4,1,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33434,2,NA,2,5,5,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
33435,2,NA,6,5,4,1,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33436,4,4,99,3,2,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33437,4,5,99,4,2,2,1,2,1,2,2,NA,NA,NA,2,NA,NA,NA
33438,2,NA,99,6,1,1,1,2,2,2,1,NA,2,NA,NA,NA,NA,NA
33439,2,NA,99,5,2,2,1,2,2,1,2,NA,NA,NA,2,NA,NA,NA
33440,1,NA,99,4,3,2,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33441,3,NA,6,9,1,1,1,1,2,2,1,NA,2,NA,NA,NA,NA,NA
33442,2,NA,1,5,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33443,1,NA,5,5,4,1,1,1,1,1,2,NA,NA,NA,2,NA,NA,NA
33444,2,NA,1,6,3,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
33445,4,7,99,2,2,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA
33446,2,NA,2,10,3,1,1,1,2,2,1,1,2,NA,NA,NA,NA,NA
33447,2,NA,99,7,3,1,1,9,2,2,1,1,NA,NA,NA,NA,NA,NA
33448,2,NA,99,5,5,2,1,2,1,1,2,NA,NA,NA,2,NA,NA,NA
33449,2,NA,2,8,2,1,1,2,2,2,2,NA,NA,NA,2,NA,NA,NA
